GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0500000US36061,36061,"New York County, New York",1400000US36061014300,36061014300,New York County - Census Tract 143,Census Tract 143,25,0,1.37,0.24,1.14,22,0
0500000US36061,36061,"New York County, New York",1400000US36061014401,36061014401,New York County - Census Tract 144.01,Census Tract 144.01,4864,2853,0.03,0,0.03,169508.5,99425.9
0500000US36061,36061,"New York County, New York",1400000US36061014402,36061014402,New York County - Census Tract 144.02,Census Tract 144.02,6743,4229,0.07,0,0.07,100616.4,63103.5
0500000US36061,36061,"New York County, New York",1400000US36061014500,36061014500,New York County - Census Tract 145,Census Tract 145,5542,3554,0.07,0,0.07,80500,51623.4
0500000US36061,36061,"New York County, New York",1400000US36061014601,36061014601,New York County - Census Tract 146.01,Census Tract 146.01,4274,2898,0.03,0,0.03,148929.2,100981.9
0500000US36061,36061,"New York County, New York",1400000US36061014602,36061014602,New York County - Census Tract 146.02,Census Tract 146.02,7904,5311,0.04,0,0.04,187476.1,125972.4
0500000US36061,36061,"New York County, New York",1400000US36061014700,36061014700,New York County - Census Tract 147,Census Tract 147,2755,1718,0.03,0,0.03,109080.9,68022.1
0500000US36061,36061,"New York County, New York",1400000US36061014801,36061014801,New York County - Census Tract 148.01,Census Tract 148.01,2863,1699,0.02,0,0.02,142656.4,84657.1
0500000US36061,36061,"New York County, New York",1400000US36061014802,36061014802,New York County - Census Tract 148.02,Census Tract 148.02,7066,3979,0.05,0,0.05,145684.2,82037.6
0500000US36061,36061,"New York County, New York",1400000US36061014900,36061014900,New York County - Census Tract 149,Census Tract 149,5842,4032,0.07,0,0.07,86930.6,59997.3
0500000US36061,36061,"New York County, New York",1400000US36061015001,36061015001,New York County - Census Tract 150.01,Census Tract 150.01,2294,1256,0.02,0,0.02,115048.2,62990.6
0500000US36061,36061,"New York County, New York",1400000US36061015002,36061015002,New York County - Census Tract 150.02,Census Tract 150.02,5437,2832,0.05,0,0.05,112141.9,58411.9
0500000US36061,36061,"New York County, New York",1400000US36061015100,36061015100,New York County - Census Tract 151,Census Tract 151,8306,4554,0.24,0.11,0.13,62544,34291.5
0500000US36061,36061,"New York County, New York",1400000US36061015200,36061015200,New York County - Census Tract 152,Census Tract 152,7275,3926,0.27,0.19,0.08,91707.2,49490.4
0500000US36061,36061,"New York County, New York",1400000US36061015300,36061015300,New York County - Census Tract 153,Census Tract 153,9320,6146,0.07,0,0.07,138635.7,91422.2
0500000US36061,36061,"New York County, New York",1400000US36061015400,36061015400,New York County - Census Tract 154,Census Tract 154,13749,8374,0.07,0,0.07,200764.2,122277.9
0500000US36061,36061,"New York County, New York",1400000US36061015500,36061015500,New York County - Census Tract 155,Census Tract 155,9350,6186,0.16,0.08,0.08,116854.7,77311.6
0500000US36061,36061,"New York County, New York",1400000US36061015601,36061015601,New York County - Census Tract 156.01,Census Tract 156.01,5345,3225,0.03,0,0.03,188177.8,113540.4
0500000US36061,36061,"New York County, New York",1400000US36061015602,36061015602,New York County - Census Tract 156.02,Census Tract 156.02,2298,1062,0.04,0,0.04,54726.6,25291.4
0500000US36061,36061,"New York County, New York",1400000US36061015700,36061015700,New York County - Census Tract 157,Census Tract 157,10751,7008,0.07,0,0.07,152662.1,99512.2
0500000US36061,36061,"New York County, New York",1400000US36061015801,36061015801,New York County - Census Tract 158.01,Census Tract 158.01,5650,2912,0.05,0,0.05,116365.5,59974.6
0500000US36061,36061,"New York County, New York",1400000US36061015802,36061015802,New York County - Census Tract 158.02,Census Tract 158.02,3346,1744,0.02,0,0.02,168241.1,87690.5
0500000US36061,36061,"New York County, New York",1400000US36061015900,36061015900,New York County - Census Tract 159,Census Tract 159,9623,6294,0.11,0.04,0.07,141692.7,92675.2
